source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,ruwe,ref_epoch
5164707970261890560,53.22829341517546,0.12144193,-9.458168216292322,0.09303789,310.5772928005821,0.13549915,-974.758145249517,0.15972257,20.875840089774208,0.120366044,,,3.465752,2.7166147,2016.0
3864972938605115520,164.10319030755974,0.06683743,7.002726940984864,0.051524777,415.17941567802137,0.06837086,-3866.3382751436793,0.08130645,-2699.214987679166,0.06910815,,,11.038391,0.8353354,2016.0
4472832130942575872,269.44850252543836,0.026238997,4.739420051112412,0.029043527,546.975939730948,0.040116355,-801.5509783684709,0.031820867,10362.394206546573,0.036070455,-110.46822,0.13125522,8.1939745,1.0848505,2016.0
762815470562110464,165.83095967577933,0.024125582,35.948653032660104,0.029372523,392.75294543876464,0.03206665,-580.0570872139048,0.025565954,-4776.588719443488,0.030034095,-85.11064,0.13100341,6.551172,0.9638494,2016.0
1872046609345556480,316.7484792940004,0.03876041,38.76386244649797,0.048496146,285.99494829578117,0.05989728,4164.2086922846665,0.055289943,3249.613883848584,0.055022996,-65.97495,0.11701901,4.766713,1.2043179,2016.0
5853498713190525696,217.39232147200883,0.023999203,-62.67607511676666,0.03443618,768.0665391873573,0.049872905,-3781.741008265163,0.031386077,769.4650146478623,0.050524533,-21.942726,0.21612652,8.984749,0.97145325,2016.0
